93294 196880
93118 31590 9
31590 41356 4
41356 55706 5
55706 1243 7
1243 93117 97
93117 1244 2
93118 41355 3
31590 93118 9
41356 31590 4
55706 41356 5
1243 55706 7
93117 1243 97
1244 93117 2
931 30675 4
30675 22123 11
22123 25574 11
25574 562 12
30675 931 4
22123 30675 11
25574 22123 11
562 25574 12
1252 1254 27
1254 1253 27
1254 1252 27
1253 1254 27
1255 1257 27
1257 1256 27
1257 1255 27
1256 1257 27
1258 88850 29
88850 1259 24
88850 1258 29
1259 88850 24
1260 1262 27
1262 1261 28
1262 1260 27
1261 1262 28
1265 27293 18
27293 27294 18
27294 27290 13
27290 27291 23
27291 27292 25
27292 1266 22
1266 1267 81
1267 16732 228
27293 1265 18
27294 27293 18
27290 27294 13
27291 27290 23
27292 27291 25
1266 27292 22
1267 1266 81
16732 1267 228
16732 1268 13
1268 85116 21
85116 1269 6
1269 85142 13
85142 85138 12
85138 85145 5
85145 50095 5
50095 85112 5
85112 85151 5
85151 50096 9
50096 24790 7
24790 50097 8
50097 50098 80
50098 24777 63
24777 518 50
1268 16732 13
85116 1268 21
1269 85116 6
85142 1269 13
85138 85142 12
85145 85138 5
50095 85145 5
85112 50095 5
85151 85112 5
50096 85151 9
24790 50096 7
50097 24790 8
50098 50097 80
24777 50098 63
518 24777 50
1272 1271 174
1271 690 8
973 1274 63
1274 973 63
1273 1275 58
1275 1273 58
1208 1352 10
1352 1208 10
1284 1283 24
1283 1279 102
1279 1276 15
1283 1284 24
1279 1283 102
1276 1279 15
1284 1288 18
1288 75224 23
75224 75229 15
75229 1287 10
1287 75225 6
75225 75226 23
75226 1281 9
1281 75232 14
75232 75233 10
75233 1280 14
1280 1279 5
1288 1284 18
75224 1288 23
75229 75224 15
1287 75229 10
75225 1287 6
75226 75225 23
1281 75226 9
75232 1281 14
75233 75232 10
1280 75233 14
1279 1280 5
1281 1282 10
1282 75230 9
75230 1277 12
1277 15997 6
15997 35990 74
1282 1281 10
75230 1282 9
1277 75230 12
15997 1277 6
35990 15997 74
1289 35994 5
35994 1290 36
35994 1289 5
1290 35994 36
75222 1214 7
1214 1298 41
1298 1296 26
1296 1297 93
1297 1293 28
1214 75222 7
1298 1214 41
1296 1298 26
1297 1296 93
1293 1297 28
1295 1294 38
1294 1296 29
1294 1295 38
1296 1294 29
1299 1300 45
1300 1301 25
1301 1053 7
1300 1299 45
1301 1300 25
1053 1301 7
1302 75240 6
75240 75239 51
75239 1303 7
75240 1302 6
75239 75240 51
1303 75239 7
1305 40585 3
40585 1304 45
40585 1305 3
1304 40585 45
1310 35350 14
35350 1309 34
35350 1310 14
1309 35350 34
1308 1305 71
1305 1308 71
1311 40584 6
40584 1306 36
40584 1311 6
1306 40584 36
1316 1318 35
1318 1062 14
1318 1316 35
1062 1318 14
1307 1313 52
1313 1307 52
1319 1320 61
1320 1319 61
1323 1322 71
1322 1323 71
1321 75248 9
75248 1326 46
1326 75246 7
75246 1327 38
75248 1321 9
1326 75248 46
75246 1326 7
1327 75246 38
1326 75247 55
75247 1328 34
75247 1326 55
1328 75247 34
1330 75262 16
75262 75266 18
75266 1331 27
75262 1330 16
75266 75262 18
1331 75266 27
1335 40579 48
40579 1337 3
1337 1338 38
40579 1335 48
1337 40579 3
1338 1337 38
75057 1339 66
1339 75057 66
1342 1204 6
1204 1342 6
1343 1345 48
1345 1343 48
1340 1348 48
1348 75058 3
75058 1347 18
1347 75045 8
1348 1340 48
75058 1348 3
1347 75058 18
75045 1347 8
1347 1341 43
1341 1347 43
14812 40581 37
40581 40580 7
40580 1336 46
40581 14812 37
40580 40581 7
1336 40580 46
1344 1201 39
1201 1344 39
1351 1354 16
1354 1351 16
1354 1353 25
1353 1354 25
1353 63343 31
63343 1355 5
63343 1353 31
1355 63343 5
22036 22035 104
22035 22036 104
22035 31836 45
31836 31837 6
31837 31838 6
31838 20481 3
31836 22035 45
31837 31836 6
31838 31837 6
20481 31838 3
1360 1361 33
1361 1360 33
1365 87454 10
87454 37265 8
37265 1366 80
1366 1367 33
1367 72352 52
72352 15662 5
87454 1365 10
37265 87454 8
1366 37265 80
1367 1366 33
72352 1367 52
15662 72352 5
1370 71806 21
71806 71807 8
71807 71805 7
71805 1371 8
1371 71804 7
71804 26710 9
26710 71803 9
71803 1372 10
1372 1373 16
1373 71802 12
71802 26711 20
26711 71801 18
71801 71800 9
71800 1374 9
1374 26712 13
26712 26713 16
26713 1375 13
1375 71799 10
71799 26714 5
26714 71798 14
71798 71797 10
71797 1376 6
1376 71792 26
71792 71791 19
71791 1377 14
1377 71790 34
71790 71789 42
71789 50929 6
50929 18183 8
71806 1370 21
71807 71806 8
71805 71807 7
1371 71805 8
71804 1371 7
26710 71804 9
71803 26710 9
1372 71803 10
1373 1372 16
71802 1373 12
26711 71802 20
71801 26711 18
71800 71801 9
1374 71800 9
26712 1374 13
26713 26712 16
1375 26713 13
71799 1375 10
26714 71799 5
71798 26714 14
71797 71798 10
1376 71797 6
71792 1376 26
71791 71792 19
1377 71791 14
71790 1377 34
71789 71790 42
50929 71789 6
18183 50929 8
1376 26716 16
26716 1376 16
62787 62788 56
62788 446 7
446 445 19
62788 62787 56
446 62788 7
445 446 19
179 1393 10
1393 44376 24
1393 179 10
44376 1393 24
288 1405 50
1405 288 50
1411 1417 33
1417 1418 30
1418 1416 26
1416 1419 28
1419 1420 22
1420 64599 36
1417 1411 33
1418 1417 30
1416 1418 26
1419 1416 28
1420 1419 22
64599 1420 36
1416 82261 3
82261 82260 38
82260 1409 7
82261 1416 3
82260 82261 38
1409 82260 7
1423 1426 13
1426 1423 13
1422 1429 38
1429 66199 11
66199 1428 10
1428 1427 14
1427 66198 22
66198 1426 22
1426 1430 3
1430 66197 6
66197 1431 5
1431 1432 7
1432 1433 5
1433 1434 9
1434 1425 39
1429 1422 38
66199 1429 11
1428 66199 10
1427 1428 14
66198 1427 22
1426 66198 22
1430 1426 3
66197 1430 6
1431 66197 5
1432 1431 7
1433 1432 5
1434 1433 9
1425 1434 39
1449 1451 9
1451 1450 6
1450 1448 10
1448 1447 14
1447 1446 13
1446 1445 13
1445 1444 20
1444 1443 24
1443 1442 18
1442 1441 16
1441 1440 19
1440 1435 12
1435 1439 20
1439 1438 16
1438 1437 8
1437 1436 7
1436 1428 4
1451 1449 9
1450 1451 6
1448 1450 10
1447 1448 14
1446 1447 13
1445 1446 13
1444 1445 20
1443 1444 24
1442 1443 18
1441 1442 16
1440 1441 19
1435 1440 12
1439 1435 20
1438 1439 16
1437 1438 8
1436 1437 7
1428 1436 4
1410 82246 7
82246 1407 6
82246 1410 7
1407 82246 6
1460 1459 8
1459 1458 18
1458 1457 23
1457 1456 14
1456 1455 14
1455 1454 18
1454 1435 17
1435 1453 10
1453 1452 8
1452 1421 23
1459 1460 8
1458 1459 18
1457 1458 23
1456 1457 14
1455 1456 14
1454 1455 18
1435 1454 17
1453 1435 10
1452 1453 8
1421 1452 23
1461 1462 5
1462 1463 10
1463 1464 9
1464 1465 10
1465 1466 10
1466 1467 5
1467 1468 6
1468 1425 24
1462 1461 5
1463 1462 10
1464 1463 9
1465 1464 10
1466 1465 10
1467 1466 5
1468 1467 6
1425 1468 24
1413 1469 6
1469 1470 6
1470 1471 5
1471 1472 9
1472 1425 12
1425 82245 13
82245 1473 15
1473 1474 22
1474 1458 23
1458 1475 21
1475 1476 24
1476 1477 19
1477 1478 21
1478 1479 20
1479 1449 13
1449 1480 9
1480 1481 8
1481 1482 24
1482 82241 30
82241 82240 9
1469 1413 6
1470 1469 6
1471 1470 5
1472 1471 9
1425 1472 12
82245 1425 13
1473 82245 15
1474 1473 22
1458 1474 23
1475 1458 21
1476 1475 24
1477 1476 19
1478 1477 21
1479 1478 20
1449 1479 13
1480 1449 9
1481 1480 8
1482 1481 24
82241 1482 30
82240 82241 9
82238 1482 42
1482 1483 8
1483 1484 12
1484 1416 11
1482 82238 42
1483 1482 8
1484 1483 12
1416 1484 11
1481 1490 14
1490 1491 13
1491 1484 8
1484 1485 14
1485 1486 10
1486 1487 11
1487 1488 16
1488 1489 12
1489 82239 7
1490 1481 14
1491 1490 13
1484 1491 8
1485 1484 14
1486 1485 10
1487 1486 11
1488 1487 16
1489 1488 12
82239 1489 7
1492 1497 17
1497 1498 8
1498 1499 8
1499 1500 10
1500 1501 7
1501 1502 11
1502 1460 9
1497 1492 17
1498 1497 8
1499 1498 8
1500 1499 10
1501 1500 7
1502 1501 11
1460 1502 9
1411 82262 7
82262 1408 4
82262 1411 7
1408 82262 4
1478 1503 13
1503 1492 10
1503 1478 13
1492 1503 10
1414 82244 18
82244 82243 6
82243 1424 8
82244 1414 18
82243 82244 6
1424 82243 8
1529 1530 13
1530 1519 27
1519 1528 29
1530 1529 13
1519 1530 27
1528 1519 29
1527 1519 18
1519 1531 15
1531 1518 32
1518 1517 34
1517 1506 13
1506 1516 11
1516 1515 19
1515 1514 34
1514 1511 20
1511 1513 18
1513 1512 20
1512 1505 15
1519 1527 18
1531 1519 15
1518 1531 32
1517 1518 34
1506 1517 13
1516 1506 11
1515 1516 19
1514 1515 34
1511 1514 20
1513 1511 18
1512 1513 20
1505 1512 15
1507 1520 11
1520 1521 23
1521 1522 21
1522 1523 12
1523 1524 6
1524 1508 7
1508 1509 18
1509 1510 24
1510 689 27
1520 1507 11
1521 1520 23
1522 1521 21
1523 1522 12
1524 1523 6
1508 1524 7
1509 1508 18
1510 1509 24
689 1510 27
1510 1511 16
1511 1069 24
1511 1510 16
1069 1511 24
1525 1508 28
1508 1525 28
1526 1509 16
1509 1526 16
1536 40522 9
40522 491 87
40522 1536 9
491 40522 87
503 1537 19
1537 23719 10
23719 1908 6
1908 1931 139
1537 503 19
23719 1537 10
1908 23719 6
1931 1908 139
1538 1540 11
1540 23723 12
23723 23722 74
23722 1539 56
1539 1934 8
1540 1538 11
23723 1540 12
23722 23723 74
1539 23722 56
1934 1539 8
1550 1551 56
1551 69099 17
69099 69100 17
69100 1552 34
1552 1553 23
1553 1554 31
1554 1555 28
1555 1556 34
1556 1557 53
1557 1558 67
1558 1559 56
1559 1560 36
1560 69098 96
69098 1561 9
1561 1562 46
1551 1550 56
69099 1551 17
69100 69099 17
1552 69100 34
1553 1552 23
1554 1553 31
1555 1554 28
1556 1555 34
1557 1556 53
1558 1557 67
1559 1558 56
1560 1559 36
69098 1560 96
1561 69098 9
1562 1561 46
1549 1550 144
1550 1549 144
1605 1606 28
1606 1607 23
1607 18573 16
18573 1608 57
1608 1609 18
1609 1610 9
1610 1611 18
1611 1612 11
1612 1613 21
1613 48021 22
48021 1614 17
1614 1615 16
1615 17735 10
17735 1616 12
1616 61002 9
61002 1617 10
1617 1618 15
1618 1619 16
1619 1620 14
1620 1621 101
1621 1622 19
1622 1623 15
1623 1624 12
1624 1625 59
1625 1626 8
1626 17748 3
17748 1627 9
1627 1628 16
1628 48022 22
48022 60997 24
60997 1629 21
1629 18586 15
18586 1630 32
1630 1631 33
1631 1632 26
1632 1633 28
1633 1634 27
1634 64172 12
64172 64174 4
64174 1635 15
1635 1636 17
1636 60996 26
60996 1637 15
1637 1638 9
1638 1639 13
1639 1640 8
1640 1641 16
1641 1642 17
1642 17783 10
17783 1643 6
1643 1644 10
1644 1645 14
1645 1646 17
1646 1647 16
1647 17784 23
17784 1648 11
1648 1649 9
1649 1650 15
1650 69102 16
69102 1651 22
1651 79848 5
79848 48023 5
48023 1652 9
1606 1605 28
1607 1606 23
18573 1607 16
1608 18573 57
1609 1608 18
1610 1609 9
1611 1610 18
1612 1611 11
1613 1612 21
48021 1613 22
1614 48021 17
1615 1614 16
17735 1615 10
1616 17735 12
61002 1616 9
1617 61002 10
1618 1617 15
1619 1618 16
1620 1619 14
1621 1620 101
1622 1621 19
1623 1622 15
1624 1623 12
1625 1624 59
1626 1625 8
17748 1626 3
1627 17748 9
1628 1627 16
48022 1628 22
60997 48022 24
1629 60997 21
18586 1629 15
1630 18586 32
1631 1630 33
1632 1631 26
1633 1632 28
1634 1633 27
64172 1634 12
64174 64172 4
1635 64174 15
1636 1635 17
60996 1636 26
1637 60996 15
1638 1637 9
1639 1638 13
1640 1639 8
1641 1640 16
1642 1641 17
17783 1642 10
1643 17783 6
1644 1643 10
1645 1644 14
1646 1645 17
1647 1646 16
17784 1647 23
1648 17784 11
1649 1648 9
1650 1649 15
69102 1650 16
1651 69102 22
79848 1651 5
48023 79848 5
1652 48023 9
17157 17912 25
17912 17209 19
17209 17210 74
17210 17211 24
17211 17917 6
17917 1708 147
1708 1565 32
17912 17157 25
17209 17912 19
17210 17209 74
17211 17210 24
17917 17211 6
1708 17917 147
1565 1708 32
1591 1593 38
1593 17533 196
17533 51880 14
51880 17158 30
17158 17157 24
1593 1591 38
17533 1593 196
51880 17533 14
17158 51880 30
17157 17158 24
1590 17204 16
17204 1590 16
1598 26735 32
26735 1599 21
1599 26733 9
26733 1600 20
1600 26734 22
26734 37362 16
26735 1598 32
1599 26735 21
26733 1599 9
1600 26733 20
26734 1600 22
37362 26734 16
1400 1594 28
1594 26741 19
26741 26739 17
26739 26740 7
26740 1595 12
1595 26737 15
26737 26738 11
26738 1596 11
1596 1597 22
1597 26736 29
26736 1598 18
1594 1400 28
26741 1594 19
26739 26741 17
26740 26739 7
1595 26740 12
26737 1595 15
26738 26737 11
1596 26738 11
1597 1596 22
26736 1597 29
1598 26736 18
1666 1669 24
1669 17791 72
17791 17792 16
17792 17793 19
17793 17794 17
17794 17795 44
17795 17796 46
1669 1666 24
17791 1669 72
17792 17791 16
17793 17792 19
17794 17793 17
17795 17794 44
17796 17795 46
1681 48029 3
48029 1682 120
1682 1683 49
1683 1684 11
1684 1685 37
1685 1686 8
48029 1681 3
1682 48029 120
1683 1682 49
1684 1683 11
1685 1684 37
1686 1685 8
1573 1574 8
1574 1575 9
1575 1576 11
1576 1577 11
1577 1578 13
1578 1693 35
1693 1694 7
1694 61015 7
61015 1695 5
1695 1696 73
1696 1697 21
1574 1573 8
1575 1574 9
1576 1575 11
1577 1576 11
1578 1577 13
1693 1578 35
1694 1693 7
61015 1694 7
1695 61015 5
1696 1695 73
1697 1696 21
1696 35877 5
35877 1696 5
1686 73056 22
73056 73057 13
73057 73058 8
73058 1698 8
1698 73063 6
73063 73062 8
73062 73061 10
73061 73060 6
73060 73059 3
73059 73064 3
73064 73065 4
73065 73066 4
73066 73067 5
73067 73068 18
73068 73069 7
73069 73070 3
73070 1699 7
1699 73071 4
73071 73072 4
73072 73073 5
73073 1700 2
1700 1701 3
1701 73074 12
73074 1702 3
1702 73075 4
73075 1703 44
1703 73077 9
73077 73078 17
73078 1704 9
1704 73076 7
73076 1705 7
1705 1706 12
1706 73079 49
73079 1707 5
73056 1686 22
73057 73056 13
73058 73057 8
1698 73058 8
73063 1698 6
73062 73063 8
73061 73062 10
73060 73061 6
73059 73060 3
73064 73059 3
73065 73064 4
73066 73065 4
73067 73066 5
73068 73067 18
73069 73068 7
73070 73069 3
1699 73070 7
73071 1699 4
73072 73071 4
73073 73072 5
1700 73073 2
1701 1700 3
73074 1701 12
1702 73074 3
73075 1702 4
1703 73075 44
73077 1703 9
73078 73077 17
1704 73078 9
73076 1704 7
1705 73076 7
1706 1705 12
73079 1706 49
1707 73079 5
34 26812 31
26812 34 31
104 48195 9
48195 15878 3
48195 104 9
15878 48195 3
9702 24048 16
24048 9731 81
9731 36841 68
36841 36842 106
36842 36882 168
53955 9795 191
9795 36843 159
8634 8653 48
8653 60585 117
60585 60587 45
60587 73195 34
73195 60583 113
60583 8719 13
8653 8634 48
60585 8653 117
60587 60585 45
73195 60587 34
60583 73195 113
8719 60583 13
7851 7871 21
7871 90929 7
90929 90930 17
90930 90931 7
90931 7856 29
7871 7851 21
90929 7871 7
90930 90929 17
90931 90930 7
7856 90931 29
7341 7351 25
7351 20816 193
20816 7550 12
7550 7717 152
7717 7739 18
7739 7769 24
7769 7921 78
7351 7341 25
20816 7351 193
7550 20816 12
7717 7550 152
7739 7717 18
7769 7739 24
7921 7769 78
7661 7687 22
7687 7692 16
7692 90934 8
90934 90933 15
90933 90932 5
90932 7703 13
7687 7661 22
7692 7687 16
90934 7692 8
90933 90934 15
90932 90933 5
7703 90932 13
7594 7578 30
7578 7579 17
7579 90935 8
90935 90936 14
90936 90937 10
90937 7611 14
7578 7594 30
7579 7578 17
90935 7579 8
90936 90935 14
90937 90936 10
7611 90937 14
16717 62975 38
62975 6590 38
6590 6635 26
6635 6844 111
6844 6872 17
6872 6915 16
6915 16713 5
62975 16717 38
6590 62975 38
6635 6590 26
6844 6635 111
6872 6844 17
6915 6872 16
16713 6915 5
518 5439 252
5439 50099 49
50099 24090 40
5439 518 252
50099 5439 49
24090 50099 40
5848 90519 13
90519 5905 28
90519 5848 13
5905 90519 28
8341 8347 14
8347 8341 14
8305 8314 52
8314 8305 52
24086 8719 9
8719 24086 9
5848 5877 12
5877 5901 15
5877 5848 12
5901 5877 15
9062 9053 20
9053 93163 45
93163 93162 25
93162 9020 21
9020 9011 8
9011 41190 14
41190 8883 126
8883 8862 33
8862 8830 36
8830 63912 33
63912 63908 20
9053 9062 20
93163 9053 45
93162 93163 25
9020 93162 21
9011 9020 8
41190 9011 14
8883 41190 126
8862 8883 33
8830 8862 36
63912 8830 33
63908 63912 20
5698 5705 11
5705 90550 9
90550 90548 47
90548 90549 95
90549 5868 26
5868 5902 20
5902 5973 66
5973 62976 31
62976 6109 47
6109 17320 169
17320 17705 183
17705 6900 90
6900 17311 19
17311 6965 17
6965 88390 26
5705 5698 11
90550 5705 9
90548 90550 47
90549 90548 95
5868 90549 26
5902 5868 20
5973 5902 66
62976 5973 31
6109 62976 47
17320 6109 169
17705 17320 183
6900 17705 90
17311 6900 19
6965 17311 17
88390 6965 26
62935 85125 13
85125 62972 18
62972 85178 15
85178 5770 12
5770 5848 32
85125 62935 13
62972 85125 18
85178 62972 15
5770 85178 12
5848 5770 32
5716 62935 12
62935 5716 12
5311 1265 3
1265 5311 3
7921 8030 51
8030 8081 29
8081 8121 14
8121 18231 23
18231 8165 31
8165 8188 24
8188 16710 74
8030 7921 51
8081 8030 29
8121 8081 14
18231 8121 23
8165 18231 31
8188 8165 24
16710 8188 74
1739 31999 37
31999 1743 20
1743 32000 24
32000 1749 25
1749 47620 97
2959 3085 110
3085 3106 15
3085 2959 110
3106 3085 15
52739 38897 18
38897 52733 30
52733 4478 8
38897 52739 18
52733 38897 30
4478 52733 8
4074 91029 16
91029 3944 72
3944 3831 73
3683 91057 28
91057 3738 21
91057 3683 28
3738 91057 21
1770 1769 154
2063 87806 3
87806 2062 3
2062 87807 2
87807 18880 32
18880 87811 57
87811 2071 110
2071 2075 3
87806 2063 3
2062 87806 3
87807 2062 2
18880 87807 32
87811 18880 57
2071 87811 110
2075 2071 3
2111 87782 71
87782 2115 8
87782 2111 71
2115 87782 8
4413 82943 86
82943 4539 6
3741 34351 5
34351 3775 6
3775 3795 32
3795 64458 5
64458 40524 5
40524 3784 19
3784 40523 4
40523 3756 9
3756 32861 16
32861 64459 5
64459 32862 5
32862 3711 9
3711 3704 27
3704 3708 6
3708 3715 8
3715 3741 29
34351 3741 5
3775 34351 6
3795 3775 32
64458 3795 5
40524 64458 5
3784 40524 19
40523 3784 4
3756 40523 9
32861 3756 16
64459 32861 5
32862 64459 5
3711 32862 9
3704 3711 27
3708 3704 6
3715 3708 8
3741 3715 29
3771 3780 18
3780 3771 18
3403 85221 109
85221 85225 61
85225 3713 31
85221 3403 109
85225 85221 61
3713 85225 31
2774 92053 32
92053 92052 25
92052 1536 18
1536 3042 113
3042 16906 37
16906 34492 51
34492 3193 4
92053 2774 32
92052 92053 25
1536 92052 18
3042 1536 113
16906 3042 37
34492 16906 51
3193 34492 4
3700 3732 25
3732 3740 6
3740 3745 6
3745 42874 24
42874 42875 7
3732 3700 25
3740 3732 6
3745 3740 6
42874 3745 24
42875 42874 7
3741 3776 32
3776 3741 32
3640 3739 58
3739 3640 58
3663 3678 16
3678 3738 67
3738 91059 14
91059 3773 22
3678 3663 16
3738 3678 67
91059 3738 14
3773 91059 22
3834 3780 42
3780 3663 78
42876 2881 8
2881 64444 13
64444 64443 20
64443 2886 24
2886 2897 67
2881 42876 8
64444 2881 13
64443 64444 20
2886 64443 24
2897 2886 67
3944 500 58
500 91048 84
91048 91049 14
91049 3780 8
4503 4539 61
4539 4503 61
3678 91052 13
91052 3575 56
3646 3358 190
3633 92347 4
92347 32218 38
32218 3663 18
3663 32218 18
3540 56071 7
56071 3606 42
56071 3540 7
3606 56071 42
3710 16901 38
16901 3386 174
2902 92054 5
92054 1536 74
92054 2902 5
1536 92054 74
3640 3646 69
3646 3633 70
3651 3655 9
3655 3659 11
3655 3651 9
3659 3655 11
3213 3274 41
3274 3341 37
3341 43085 53
43085 3434 15
3434 3452 12
3452 3470 10
3470 43087 4
43087 3496 9
3496 43089 16
43089 3540 55
3540 64457 32
64457 3597 19
3597 43095 12
43095 3638 40
3638 3649 21
3649 3673 39
3673 3684 22
3684 3700 44
3700 3709 24
3709 3714 32
3274 3213 41
3341 3274 37
43085 3341 53
3434 43085 15
3452 3434 12
3470 3452 10
43087 3470 4
3496 43087 9
43089 3496 16
3540 43089 55
64457 3540 32
3597 64457 19
43095 3597 12
3638 43095 40
3649 3638 21
3673 3649 39
3684 3673 22
3700 3684 44
3709 3700 24
3714 3709 32
490 3673 74
3673 490 74
3746 64463 5
64463 64464 4
64464 3650 60
3650 3642 7
3642 3637 6
3637 3606 22
3606 3563 42
3563 64467 6
64467 3576 6
3576 64460 51
64460 3651 5
3651 3690 7
3690 64461 39
64461 64466 24
64466 64462 4
64462 3746 3
64463 3746 5
64464 64463 4
3650 64464 60
3642 3650 7
3637 3642 6
3606 3637 22
3563 3606 42
64467 3563 6
3576 64467 6
64460 3576 51
3651 64460 5
3690 3651 7
64461 3690 39
64466 64461 24
64462 64466 4
3746 64462 3
3710 85307 14
85307 3739 29
3739 52764 7
52764 65193 66
65193 3829 45
85307 3710 14
3739 85307 29
52764 3739 7
65193 52764 66
3829 65193 45
4346 66384 25
66384 4473 55
66384 4346 25
4473 66384 55
553 41692 23
41692 4131 14
4131 87332 25
87332 4168 40
4168 4176 16
4176 83088 8
83088 79394 46
79394 4211 14
41692 553 23
4131 41692 14
87332 4131 25
4168 87332 40
4176 4168 16
83088 4176 8
79394 83088 46
4211 79394 14
4066 4163 56
4163 4066 56
4086 79400 27
79400 4133 3
4133 79402 27
79402 85326 1
85326 4211 24
4211 79398 33
79398 66391 20
66391 4291 10
4291 83086 4
83086 85876 40
85876 34501 32
34501 85885 32
85885 4482 23
4482 4499 17
4499 87354 8
87354 87346 17
87346 87343 3
87343 87355 19
87355 87349 3
87349 87357 19
87357 4605 8
4605 4643 17
4643 42902 62
42902 4792 15
79400 4086 27
4133 79400 3
79402 4133 27
85326 79402 1
4211 85326 24
79398 4211 33
66391 79398 20
4291 66391 10
83086 4291 4
85876 83086 40
34501 85876 32
85885 34501 32
4482 85885 23
4499 4482 17
87354 4499 8
87346 87354 17
87343 87346 3
87355 87343 19
87349 87355 3
87357 87349 19
4605 87357 8
4643 4605 17
42902 4643 62
4792 42902 15
4030 4168 82
4168 4030 82
3876 41678 5
41678 16897 26
16897 34352 30
34352 40068 5
40068 3962 41
3962 85556 11
41678 3876 5
16897 41678 26
34352 16897 30
40068 34352 5
3962 40068 41
85556 3962 11
4233 85070 70
85070 4175 6
4175 56067 18
56067 4127 36
4127 41690 32
41690 4097 20
4097 4071 42
4071 4066 5
4066 4054 41
4054 85076 5
85076 4063 7
4063 4086 12
85070 4233 70
4175 85070 6
56067 4175 18
4127 56067 36
41690 4127 32
4097 41690 20
